InstituteNo,year, ,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,842,4826
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,7859,9546
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,842,4826
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,7859,9546
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,842,4826
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,7859,9546
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,842,4826
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,7859,9546
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,842,4826
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,7859,9546
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,842,4826
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Computer Engineering,4 Years,B.Tech,GEN,7859,9546
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081
24,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033
24,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081
26,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134
26,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557
26,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134
26,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557
26,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134
26,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557
26,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134
26,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557
26,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134
26,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557
26,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134
26,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231
27,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669
27,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11171,19928
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,12794,31606
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,HS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,17065,21948
10,2021,NIT,1,HS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,29531,29531
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,164,2734
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,3605,4247
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,HS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,2798,3755
14,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463
17,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877
