InstituteNo,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank
15,2020,NIT,6,OS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,15616,18581
16,2020,NIT,6,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,35078,39742
16,2020,NIT,6,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,44638,44638
16,2020,NIT,6,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,24068,33641
16,2020,NIT,6,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,35652,40883
18,2020,NIT,6,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,40424,44843
18,2020,NIT,6,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,48710,52917
18,2020,NIT,6,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,34608,38178
18,2020,NIT,6,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,47392,47392
24,2020,NIT,6,OS,Gender-Neutral,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,5670,9436
24,2020,NIT,6,OS,Female-Only,NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,GEN,13236,14119
24,2020,NIT,6,OS,Gender-Neutral,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,4297,5097
24,2020,NIT,6,OS,Female-Only,NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,GEN,8066,8231
24,2020,NIT,6,OS,Gender-Neutral,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,7580,11905
24,2020,NIT,6,OS,Female-Only,NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,14155,14266
26,2020,NIT,6,OS,Gender-Neutral,NIT-Silchar,Electrical Engineering,4 Years,B.Tech,GEN,18262,25411
26,2020,NIT,6,OS,Female-Only,NIT-Silchar,Electrical Engineering,4 Years,B.Tech,GEN,29935,34410
26,2020,NIT,6,OS,Gender-Neutral,NIT-Silchar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,10217,16959
26,2020,NIT,6,OS,Female-Only,NIT-Silchar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,20963,24493
26,2020,NIT,6,OS,Gender-Neutral,NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,18362,27769
26,2020,NIT,6,OS,Female-Only,NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,27831,33557
27,2020,NIT,6,OS,Gender-Neutral,NIT-Srinagar,Electrical Engineering,4 Years,B.Tech,GEN,31601,41365
27,2020,NIT,6,OS,Female-Only,NIT-Srinagar,Electrical Engineering,4 Years,B.Tech,GEN,46950,52793
27,2020,NIT,6,OS,Gender-Neutral,NIT-Srinagar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28140,36006
27,2020,NIT,6,OS,Female-Only,NIT-Srinagar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,35767,42008
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,11505,16940
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,22660,24927
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,11505,16940
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,22660,24927
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,11505,16940
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,22660,24927
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,11505,16940
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,22660,24927
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,11505,16940
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,22660,24927
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,11505,16940
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,GEN,22660,24927
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,8773,12749
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,16270,18981
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,8773,12749
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,16270,18981
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,8773,12749
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,16270,18981
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,8773,12749
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,16270,18981
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,8773,12749
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,16270,18981
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,8773,12749
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Electronics and Communication Engineering,4 Years,B.Tech,GEN,16270,18981
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,9974,26541
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,21941,30625
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,9974,26541
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,21941,30625
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,9974,26541
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,21941,30625
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,9974,26541
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,21941,30625
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,9974,26541
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,21941,30625
12,2021,NIT,1,OS,Gender-Neutral,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,9974,26541
12,2021,NIT,1,OS,Female-Only,NIT-Jalandhar,Instrumentation and Control Engineering,4 Years,B.Tech,GEN,21941,30625
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,4254,11904
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,14425,19469
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3420,8106
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6541,12399
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,4254,11904
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,14425,19469
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3420,8106
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6541,12399
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,4254,11904
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,14425,19469
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3420,8106
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6541,12399
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,4254,11904
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,14425,19469
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3420,8106
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6541,12399
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,4254,11904
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,14425,19469
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3420,8106
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6541,12399
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,4254,11904
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electrical Engineering,4 Years,B.Tech,GEN,14425,19469
11,2021,NIT,1,OS,Gender-Neutral,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3420,8106
11,2021,NIT,1,OS,Female-Only,NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6541,12399
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,13698,15565
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,20980,21787
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7902,12006
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,13305,16156
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,13698,15565
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,20980,21787
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7902,12006
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,13305,16156
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,13698,15565
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,20980,21787
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7902,12006
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,13305,16156
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,13698,15565
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,20980,21787
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7902,12006
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,13305,16156
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,13698,15565
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,20980,21787
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7902,12006
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,13305,16156
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,13698,15565
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,GEN,20980,21787
5,2021,NIT,1,OS,Gender-Neutral,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7902,12006
5,2021,NIT,1,OS,Female-Only,NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,GEN,13305,16156
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,8417,9853
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,15802,16248
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,8417,9853
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,15802,16248
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,8417,9853
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,15802,16248
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,8417,9853
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,15802,16248
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,8417,9853
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,15802,16248
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,8417,9853
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,GEN,15802,16248
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3663,7207
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6246,13034
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3663,7207
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6246,13034
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3663,7207
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6246,13034
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3663,7207
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6246,13034
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3663,7207
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6246,13034
2,2021,NIT,1,OS,Gender-Neutral,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,3663,7207
2,2021,NIT,1,OS,Female-Only,NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,GEN,6246,13034
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,16146,29614
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,34854,39848
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17118,23888
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,27448,33731
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,16146,29614
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,34854,39848
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17118,23888
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,27448,33731
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,16146,29614
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,34854,39848
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17118,23888
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,27448,33731
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,16146,29614
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,34854,39848
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17118,23888
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,27448,33731
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,16146,29614
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,34854,39848
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17118,23888
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,27448,33731
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,16146,29614
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electrical Engineering,4 Years,B.Tech,GEN,34854,39848
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17118,23888
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,GEN,27448,33731
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,23509,33375
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,33573,39904
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,23509,33375
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,33573,39904
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,23509,33375
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,33573,39904
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,23509,33375
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,33573,39904
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,23509,33375
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,33573,39904
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,23509,33375
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Electronics and Instrumentation Engineering,4 Years,B.Tech,GEN,33573,39904
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,7653,10612
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,11960,14654
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5280,7127
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7708,9207
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,7653,10612
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,11960,14654
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5280,7127
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7708,9207
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,7653,10612
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,11960,14654
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5280,7127
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7708,9207
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,7653,10612
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,11960,14654
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5280,7127
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7708,9207
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,7653,10612
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,11960,14654
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5280,7127
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7708,9207
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,7653,10612
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,11960,14654
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,5280,7127
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7708,9207
